ACCOUNT_NO,PARCELNUMBER,DOC_OCCURENCE,ACTUAL_YEAR_BLT,ABSTRACT_CODE,ABSTRACT_DESC,BUILDING_CODE,BUILDING_DESC,BEDROOMS,BATHROOMS,NUMBER_STORIES,IMPSQFT,UNITS,MODEL,ARCH_STYLE_DESC
"R024012","566514101008",0,2013,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,2291,,"SFR","CUSTOM"
"R024048","559715205006",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1,1527,0,"SFR","CONVENTION"
"R024049","559715205007",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1,1923,0,"SFR","CONVENTION"
"R024051","559715205009",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2004,0,"SFR","CONVENTION"
"R024065","559715205023",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,1841,0,"SFR","CONVENTION"
"R024072","559710309005",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2433,0,"SFR","CONVENTION"
"R024073","559710309006",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2842,0,"SFR","CONVENTION"
"R417305","559329207014",0,2008,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,2128,,"SFR","CONVENTION"
"R417310","559330308018",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1913,0,"SFR","CONVENTION"
"R417314","559330402037",0,1972,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",0,0.5,1.5,737,0,"SFR","CABIN"
"R417314","559330402037",1,1973,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",0,0.5,1.5,336,0,"SFR","CABIN"
"R417314","559330402037",2,1972,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",0,0.5,1.5,436,0,"SFR","CABIN"
"R417314","559330402037",3,1974,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",0,0.5,1.5,480,0,"SFR","CABIN"
"R417314","559330402037",4,1985,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1.5,584,0,"SFR","CABIN"
"R417318","559333408003",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,3,2,2349,0,"SFR","CONTEMP"
"R417319","559333308004",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,1.5,3584,0,"SFR","LOG HOME"
"R417328","559525403012",0,1987,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,5.25,2,5329,,"SFR","LOG HOME"
"R417348","559702305038",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,3006,0,"SFR","CONVENTION"
"R417349","559702305039",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,1.5,3916,0,"SFR","RANCH"
"R417351","559702305041",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2.5,1.5,2397,0,"SFR","CONVENTION"
"R417388","559710310001",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,2775,0,"SFR","CONVENTION"
"R417389","559710310002",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1946,0,"SFR","CONVENTION"
"R417406","559710311010",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2754,0,"SFR","CONVENTION"
"R417407","559710311011",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2055,0,"SFR","CONVENTION"
"R417408","559710311012",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,2986,0,"SFR","CONVENTION"
"R417415","559710311019",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,2998,0,"SFR","CONVENTION"
"R417572","559728402005",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1442,0,"SFR","CONVENTION"
"R417582","559728402015",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1406,0,"SFR","CONVENTION"
"R417587","559728402020",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1639.25,0,"SFR","CONVENTION"
"R417591","559728402024",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,2122,0,"SFR","CONVENTION"
"R417592","559728402025",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1624,0,"SFR","CONVENTION"
"R417597","559728402030",0,2007,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,2194,0,"SFR","CONVENTION"
"R417604","559734200028",0,1948,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1960,0,"SFR","CONVENTION"
"R417605","559734200029",0,2019,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1.5,4050,,"SFR","CONVENTION"
"R417640","565714400079",0,1885,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.75,2,3887.25,0,"SFR","HISTORICAL"
"R417660","566117300290",0,2002,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1212","SINGLE FAM RES",3,3.25,2,3629,0,"SFR","CUSTOM"
"R417673","566119200265",0,2002,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1212","SINGLE FAM RES",3,2.5,1,2721,0,"SFR","CUSTOM"
"R417710","566125201002",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,626,,"SFR","CONVENTION"
"R417719","566125201011",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,728,,"SFR","CONVENTION"
"R417721","566125201013",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,705,,"SFR","CONVENTION"
"R417727","566125201019",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1,1,788,,"SFR","CONVENTION"
"R417730","566125201022",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1,1,788,,"SFR","CONVENTION"
"R417739","566125201031",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,716,,"SFR","CONVENTION"
"R417740","566125201032",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,710,,"SFR","CONVENTION"
"R417758","566128200025",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,2864,,"SFR","CUSTOM"
"R417759","566128200026",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,3819,0,"SFR","CONVENTION"
"R417773","566129113005",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2092,0,"SFR","CONVENTION"
"R417774","566129113006",0,2007,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3,1,2688,0,"SFR","CONVENTION"
"R417775","566129113007",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,4201,0,"SFR","CONTEMP"
"R417784","566129218005",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2545,0,"SFR","CONVENTION"
"R417785","566129218006",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,2808,0,"SFR","CONVENTION"
"R417801","566131400277",0,2014,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.25,2,3114,,"SFR","CONVENTION"
"R417802","566131400278",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,4062,0,"SFR","CUSTOM"
"R417807","566132400257",0,2007,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,5325,,"SFR","CONVENTION"
"R417821","566134308006",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,6.75,1,5156,0,"SFR","LOG HOME"
"R417822","566134309001",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2552.1001,0,"SFR","CONVENTION"
"R417832","566303202004",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,2806,0,"SFR","CONVENTION"
"R417842","566305100160",0,2022,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,5,2,,,"SFR","MODERN"
"R417715","566125201007",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,723,,"SFR","CONVENTION"
"R417726","566125201018",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,723,,"SFR","CONVENTION"
"R417734","566125201026",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,716,,"SFR","CONVENTION"
"R417735","566125201027",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,710,,"SFR","CONVENTION"
"R417745","566125201037",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,710,,"SFR","CONVENTION"
"R417753","566127305112",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2692,0,"SFR","CONVENTION"
"R417754","566127305113",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,2862,0,"SFR","CONVENTION"
"R417755","566127305114",0,1980,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1836,0,"SFR","MANUFACTURED"
"R417762","566128300027",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2839,0,"SFR","SOUTHWEST"
"R417770","566129113002",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3480,0,"SFR","CONVENTION"
"R417772","566129113004",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2567,0,"SFR","CONVENTION"
"R417778","566129113010",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2173,0,"SFR","CONVENTION"
"R417779","566129113011",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,1976,0,"SFR","CONVENTION"
"R417780","566129218001",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2144,0,"SFR","CONVENTION"
"R417789","566129218010",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2722,0,"SFR","CONVENTION"
"R417790","566129218011",0,2007,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3890,0,"SFR","CONVENTION"
"R417800","566131400252",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2487.7,0,"SFR","RANCH"
"R417806","566132400256",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3,2,4315,0,"SFR","CONVENTION"
"R417814","566134305116",0,1977,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,2420,0,"SFR","BI LEVEL"
"R417815","566134305116",0,1978,"9244","EX PS FIRE/WTR/SAN IMPS","2230","SPECIAL PURPOSE",0,0.5,1,930,0,"COMMERCIAL","WAREHOUSE"
"R417815","566134305116",1,2004,"9244","EX PS FIRE/WTR/SAN IMPS","2230","SPECIAL PURPOSE",0,0,1,1764,,"COMMERCIAL","WAREHOUSE"
"R417818","566134308001",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1820,0,"SFR","CONVENTION"
"R417820","566134308005",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,1512,0,"SFR","CONVENTION"
"R417823","566134309002",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2127,0,"SFR","CONVENTION"
"R417824","566134309005",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,1,2935.8,,"SFR","CONVENTION"
"R417825","566134309006",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,1788,0,"SFR","CONVENTION"
"R417833","566304203002",0,2013,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,1,5417,,"SFR","CONVENTION"
"R417834","566304203003",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,4397,0,"SFR","CUSTOM"
"R417835","566304203004",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,1,3933,0,"SFR","CUSTOM"
"R417845","566305200143",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,2,2802,0,"SFR","CONVENTION"
"R417851","566305200156",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,3000,0,"SFR","CONVENTION"
"R417852","566305200158",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2830,0,"SFR","CONVENTION"
"R417431","559710311035",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1723,0,"SFR","CONVENTION"
"R417441","559710412003",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2387.6599,0,"SFR","CONVENTION"
"R417459","559710412021",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,2,3689,0,"SFR","CUSTOM"
"R417469","559710412031",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2056,0,"SFR","CONVENTION"
"R417478","559710412040",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2033.88,0,"SFR","CONVENTION"
"R417479","559710412041",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2033.88,0,"SFR","CONVENTION"
"R417500","559712200040",0,2008,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,1,2962,0,"SFR","CUSTOM"
"R417507","559715107004",0,1997,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,2155,,"SFR","TOWNHOME"
"R417514","559715107011",0,1998,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,2126,,"SFR","TOWNHOME"
"R417515","559715107012",0,1998,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,1834,,"SFR","TOWNHOME"
"R417518","559715107015",0,1998,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,1834,,"SFR","TOWNHOME"
"R417530","559715107027",0,2000,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,2150,,"SFR","TOWNHOME"
"R417536","559715107033",0,1999,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,2165,,"SFR","TOWNHOME"
"R417537","559715107034",0,2000,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,2138,,"SFR","TOWNHOME"
"R417541","559715107038",0,1999,"1212","SINGLE FAM RES  ","1231","TOWNHOME",3,2.5,2,2166,,"SFR","TOWNHOME"
"R417543","559715200075",0,1972,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2145,0,"SFR","CONVENTION"
"R417558","559727300010",0,1976,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",2,1,1,1680,0,"SFR","BI LEVEL"
"R417559","559727300011",0,1995,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,2,1,1800,0,"SFR","CUSTOM"
"R417571","559728402004",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1385,0,"SFR","CONVENTION"
"R417581","559728402014",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1406,0,"SFR","CONVENTION"
"R417628","565703200081",0,2019,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1.75,1,,,"SFR","CONVENTION"
"R417639","565714400078",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2754,0,"SFR","STRAW BALE"
"R417648","565726400086",0,1969,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,1450,0,"SFR","A FRAME"
"R417676","566119400287",0,1998,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1212","SINGLE FAM RES",3,3.25,2,6008,0,"SFR","LOG HOME"
"R417709","566125201001",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,702,,"SFR","CONVENTION"
"R417711","566125201003",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,614,,"SFR","CONVENTION"
"R417712","566125201004",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,728,,"SFR","CONVENTION"
"R417713","566125201005",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,717,,"SFR","CONVENTION"
"R417728","566125201020",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1,1,861,,"SFR","CONVENTION"
"R417729","566125201021",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,520,,"SFR","CONVENTION"
"R417731","566125201023",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,1,1,861,,"SFR","CONVENTION"
"R417732","566125201024",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,520,,"SFR","CONVENTION"
"R417733","566125201025",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,524,,"SFR","CONVENTION"
"R417850","566305200154",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2818,0,"SFR","CUSTOM"
"R417853","566305300150",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,3110,0,"SFR","CUSTOM"
"R417854","566305300152",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,3320,0,"SFR","CUSTOM"
"R417860","566305302036",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.25,1,3517,0,"SFR","CUSTOM"
"R417866","566306100145",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2933,0,"SFR","CONVENTION"
"R417874","566306101006",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,3,2,3135,0,"SFR","CONVENTION"
"R417875","566306101007",0,1998,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3801.5,0,"SFR","CUSTOM"
"R417888","566306201015",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,3,1,3497,0,"SFR","SOUTHWEST"
"R417893","566306401022",0,2004,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,1,4054,0,"SFR","CUSTOM"
"R417896","566306401026",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3610,0,"SFR","CUSTOM"
"R417907","566306401042",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4.5,1.5,5422,0,"SFR","CONTEMP"
"R417925","566501300011",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2643,0,"SFR","CONVENTION"
"R417931","566504100062",0,1985,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.75,2,1752,0,"SFR","CONVENTION"
"R417947","566507101006",0,2015,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2226,,"SFR","CONVENTION"
"R417948","566507200028",0,2010,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,3532,0,"SFR","GREEN DESIGN"
"R417961","566509405001",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,1.5,1,876,,"SFR","TOWNHOME"
"R417970","566509405010",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,2,1196,,"SFR","SOUTHWEST"
"R417972","566509405012",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,1.5,2,1196,,"SFR","SOUTHWEST"
"R417982","566509406001",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.25,2,1512,,"SFR","TOWNHOME"
"R417990","566509406009",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417991","566509406010",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417992","566509406011",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R418001","566509406020",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.25,2,1504,,"SFR","TOWNHOME"
"R418012","566512300037",0,1973,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,960,0,"SFR","CONVENTION"
"R418033","566515102013",0,1994,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,2,2,1727,1,"SFR","CONVENTION"
"R418040","566515104002",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2070,0,"SFR","CONVENTION"
"R418046","566515104008",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1683,,"SFR","CONVENTION"
"R418049","566515104011",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,2946,0,"SFR","CONVENTION"
"R418050","566515104012",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1764,0,"SFR","CONVENTION"
"R418056","566515104018",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.5,1,2455,0,"SFR","CONVENTION"
"R418067","566515104030",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,2640,,"SFR","CONVENTION"
"R418068","566515104031",0,2022,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.25,1,3222,,"SFR","CONVENTION"
"R417857","566305300162",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,3687,0,"SFR","CUSTOM"
"R417862","566305302038",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,3,1,3798,0,"SFR","CUSTOM"
"R417867","566306100146",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2678,0,"SFR","CONVENTION"
"R417891","566306301027",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3.75,2,3660,0,"SFR","CONVENTION"
"R417892","566306400151",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,3305,0,"SFR","CUSTOM"
"R417897","566306401028",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,4.5,2,4564,0,"SFR","CUSTOM"
"R417915","566308400001",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,4.5,2,4371,0,"SFR","CONTEMP"
"R417927","566503100001",0,1964,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,3696,0,"SFR","RANCH"
"R417936","566504400130",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2340,0,"SFR","CONVENTION"
"R417937","566504403007",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3258,0,"SFR","CONVENTION"
"R417938","566504403008",0,1962,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",3,2,1,1872,2,"SFR","CONVENTION"
"R417966","566509405006",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,1.5,2,1196,,"SFR","SOUTHWEST"
"R417967","566509405007",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,1.5,2,1196,,"SFR","SOUTHWEST"
"R417968","566509405008",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.25,2,1196,,"SFR","SOUTHWEST"
"R417973","566509405013",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.5,2,1196,,"SFR","SOUTHWEST"
"R417974","566509405014",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,1.5,1,876,,"SFR","TOWNHOME"
"R417975","566509405037",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2.75,2,2224,,"SFR","TOWNHOME"
"R417979","566509405041",0,1998,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,1.75,1,1248,,"SFR","SOUTHWEST"
"R417983","566509406002",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417986","566509406005",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417987","566509406006",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417988","566509406007",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417989","566509406008",0,1996,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417993","566509406012",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417994","566509406013",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417996","566509406015",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R417999","566509406018",0,1997,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",2,2.5,2,1512,,"SFR","TOWNHOME"
"R418032","566515102012",0,1993,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",3,2,2,1727,1,"SFR","CONVENTION"
"R418047","566515104009",0,1996,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1819,,"SFR","CONVENTION"
"R418048","566515104010",0,1999,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2315,,"SFR","CONVENTION"
"R418057","566515104019",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2637,0,"SFR","CONVENTION"
"R418058","566515104020",0,2014,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2887,,"SFR","CONVENTION"
"R417741","566125201033",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,708,,"SFR","CONVENTION"
"R417742","566125201034",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,540,,"SFR","CONVENTION"
"R417743","566125201035",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1,524,,"SFR","CONVENTION"
"R417744","566125201036",0,1996,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",2,1,1,717,,"SFR","CONVENTION"
"R417752","566127305111",0,2020,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.25,1,3040,,"SFR","CONTEMP"
"R417776","566129113008",0,1997,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1571,0,"SFR","CONVENTION"
"R417777","566129113009",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1752,0,"SFR","CONVENTION"
